time,client_ip,method,uri,status,req_time,uri_len,qparam_count,has_sqli,has_xss,uri_entropy,special_chars,frac_non_alnum,user_agent_suspicious
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.021,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.023,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.027,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.030,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.026,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.031,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.024,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.015,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.030,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.031,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.018,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.017,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.028,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.032,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.029,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.034,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.026,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.033,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.020,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.033,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.023,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.021,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.028,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.033,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.032,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.034,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.025,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.034,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.020,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.035,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.021,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.019,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.027,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.030,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.028,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.030,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.023,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.031,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.018,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.031,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.018,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.023,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.026,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.026,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.024,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.027,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.020,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.031,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.030,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.018,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.020,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.019,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.028,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.031,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.028,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.032,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.024,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.032,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.022,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.033,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.024,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.033,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.033,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.037,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.032,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.036,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.036,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.024,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.035,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.019,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.021,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.023,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.027,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.031,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.022,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.031,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.023,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.032,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.016,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.032,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.018,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.024,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.027,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.029,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.026,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.032,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.026,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.033,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.033,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.019,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.021,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.020,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.031,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.035,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.029,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.035,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.025,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.036,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.035,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.024,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.026,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.026,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.030,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.032,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.032,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.031,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.023,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.035,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.019,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.035,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.020,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.018,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.024,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.028,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.027,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.029,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.017,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.030,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.016,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.030,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.019,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.023,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.028,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.032,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.029,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.031,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.023,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.031,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.019,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.030,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.019,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.028,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.028,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.024,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.020,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.029,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.029,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.032,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.034,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.018,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.020,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.025,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.032,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.021,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.033,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.032,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.020,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.033,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.020,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.032,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.023,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.028,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.031,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.023,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.033,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.031,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.012,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.034,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.034,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.014,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.016,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.022,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.026,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.027,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.030,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.023,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.030,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.030,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.023,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.029,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.024,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.034,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.034,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.036,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.027,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.035,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.023,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.034,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/3,500,0.017,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?name=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,200,0.034,46,1,0,1,4.1552,8,0.2273,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1'%20OR%20'1'='1,200,0.020,21,1,1,0,3.1556,6,0.4211,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?id=1%20OR%201=1,200,0.026,17,1,1,0,3.0566,2,0.2667,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?search='%20OR%20'1'='1'%20--,200,0.026,30,1,1,0,3.669,10,0.4286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.026,37,1,0,1,4.0576,6,0.2286,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/2,500,0.018,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%27%20OR%20%271%27=%271,200,0.032,27,1,1,0,2.8431,6,0.32,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/rest/user/1,500,0.023,12,0,0,0,2.6887,0,0.25,0
2025-11-03T11:27:58+00:00,172.18.0.4,GET,/?q=%3Cscript%3Ealert(1)%3C/script%3E,200,0.033,37,1,0,1,4.0576,6,0.2286,0
